"","Site_Name","Cluster_ID","Cluster_Location","Cluster_Location_Time","Cluster_State","Lat","Long","Elevation_mabsl","Site_Comments","Sample_ID","Start_Time_Zone","Collection_Time_Zone","Collection_Date","Year","Season","Month","Sample_Comments","d2H","d18O","d2H_Analytical_SD","d18O_Analytical_SD","WI_Analysis_Source","Project_ID","Modality"
"224","Chevron","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.58733,-111.98586,NA,"","SLV-13-113",NA,-6,"26-04-13 11:14",2013,"spring","april","",-121.0962942,-16.09132241,0.152180585,0.018550838,"SPATIAL","p58","multi"
"225","Phillips 66","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.58734,-111.95817,NA,"","SLV-13-114",NA,-6,"26-04-13 11:19",2013,"spring","april","",-121.3143937,-16.11464911,0.067927473,0.017009135,"SPATIAL","p58","multi"
"226","Sinclair","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.60987,-111.93849,NA,"","SLV-13-115",NA,-6,"26-04-13 11:28",2013,"spring","april","",-121.108564,-16.07603905,0.14238245,0.004451072,"SPATIAL","p58","multi"
"227","West Village","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.75411,-111.83633,NA,"","SLV-13-026",NA,-6,"28-04-13 5:24",2013,"spring","april","",-121.7028701,-16.14516845,0.237449294,0.00893544,"SPATIAL","p58","multi"
"228","Maverick","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.48402,-111.91119,NA,"","SLV-13-057",NA,-6,"28-04-13 10:40",2013,"spring","april","",-121.3954277,-16.09207396,0.22185289,0.023737619,"SPATIAL","p58","multi"
"229","City Park","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.49139,-111.95145,NA,"","SLV-13-058",NA,-6,"28-04-13 10:47",2013,"spring","april","",-120.4070268,-15.93572134,0.252950975,0.034377779,"SPATIAL","p58","multi"
"230","Seven Eleven","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.53994,-112.01465,NA,"","SLV-13-059",NA,-6,"28-04-13 11:05",2013,"spring","april","",-121.4874259,-16.03639525,0.060971805,0.020373893,"SPATIAL","p58","multi"
"231","Wendy's","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.58806,-111.98878,NA,"","SLV-13-060",NA,-6,"28-04-13 11:15",2013,"spring","april","",-120.4918492,-15.91036905,0.080029644,0.031914731,"SPATIAL","p58","multi"
"232","McDonalds","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.54467,-111.98219,NA,"","SLV-13-022",NA,-6,"28-04-13 11:39",2013,"spring","april","",-120.9598813,-16.03464396,0.072999855,0.022766625,"SPATIAL","p58","multi"
"233","Del Taco","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.56175,-111.93734,NA,"","SLV-13-024",NA,-6,"28-04-13 11:52",2013,"spring","april","",-120.9930823,-15.79502821,0.148471359,0.011106675,"SPATIAL","p58","multi"
"234","Holiday","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.56007,-111.92003,NA,"","SLV-13-025",NA,-6,"28-04-13 11:58",2013,"spring","april","",-121.4027431,-16.07881807,0.066269597,0.015929564,"SPATIAL","p58","multi"
"235","Mall","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.63727,-111.88601,NA,"","SLV-13-116",NA,-6,"29-04-13 4:36",2013,"spring","april","",-121.5271915,-16.38558731,0.079108898,0.027137229,"SPATIAL","p58","multi"
"236","Costco","1.1","Salt Lake City","Salt Lake City_Ap-13","UT",40.6576,-111.89035,NA,"","SLV-13-117",NA,-6,"29-04-13 7:28",2013,"spring","april","",-121.5712476,-16.31867271,0.077514425,0.017659684,"SPATIAL","p58","multi"
"237","In and Out Burger","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.52285,-111.98505,NA,"","SLV-13-118",NA,-6,"17-08-13 9:30",2013,"summer","august","",-120.8451559,-15.74438368,0.05965712,0.013415704,"SPATIAL","p59","multi"
"238","KFC","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.69633,-111.98285,NA,"","SLV-13-119",NA,-6,"17-08-13 9:35",2013,"summer","august","",-120.9128845,-15.88686924,0.124360684,0.010485111,"SPATIAL","p59","multi"
"239","Holiday","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.61474,-111.89034,NA,"","SLV-13-120",NA,-6,"17-08-13 9:45",2013,"summer","august","",-121.5771379,-15.95449124,0.088866893,0.010682623,"SPATIAL","p59","multi"
"240","Chevron","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.58733,-111.98586,NA,"","SLV-13-121",NA,-6,"17-08-13 10:05",2013,"summer","august","",-120.4450845,-15.71698496,0.025159334,0.009063986,"SPATIAL","p59","multi"
"241","Tesoro","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.73365,-111.85345,NA,"","SLV-13-122",NA,-6,"17-08-13 10:08",2013,"summer","august","",-120.5482145,-15.71920283,0.026902287,0.016204662,"SPATIAL","p59","multi"
"242","Sugar House Park","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.72245,-111.8507,NA,"","SLV-13-123",NA,-6,"17-08-13 10:16",2013,"summer","august","",-119.6322275,-15.94948136,0.058407734,0.027556141,"SPATIAL","p59","multi"
"243","Carl's Jr.","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.72557,-111.85551,NA,"","SLV-13-124",NA,-6,"17-08-13 10:25",2013,"summer","august","",-118.8705033,-15.79076157,0.135749002,0.022149019,"SPATIAL","p59","multi"
"244","Burger King","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.62124,-111.87174,NA,"","SLV-13-125",NA,-6,"17-08-13 11:35",2013,"summer","august","",-119.6507134,-15.94253414,0.091015774,0.035645916,"SPATIAL","p59","multi"
"245","Union Park","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.61848,-111.89019,NA,"","SLV-13-126",NA,-6,"17-08-13 11:50",2013,"summer","august","",-120.8378659,-15.75172324,0.123001805,0.005033168,"SPATIAL","p59","multi"
"246","Midvale City Park","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.61401,-111.9036,NA,"","SLV-13-127",NA,-6,"17-08-13 12:00",2013,"summer","august","",-113.8307705,-14.59869939,0.057968169,0.0112606,"SPATIAL","p59","multi"
"247","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.60552,-111.89129,NA,"","SLV-13-128",NA,-6,"17-08-13 12:05",2013,"summer","august","",-114.5455305,-14.71603895,0.050283214,0.021421275,"SPATIAL","p59","multi"
"248","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.52743,-111.89659,NA,"","SLV-13-129",NA,-6,"17-08-13 12:15",2013,"summer","august","",-112.5543576,-14.32535531,0.022214978,0.034716111,"SPATIAL","p59","multi"
"249","Holiday","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.52172,-111.92957,NA,"","SLV-13-130",NA,-6,"17-08-13 12:25",2013,"summer","august","",-112.0707562,-14.2685737,0.110527222,0.014962769,"SPATIAL","p59","multi"
"250","Riverton City Park","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.51969,-111.9324,NA,"","SLV-13-131",NA,-6,"17-08-13 12:40",2013,"summer","august","",-120.887321,-15.67939998,0.01375539,0.027490539,"SPATIAL","p59","multi"
"251","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.52263,-111.93991,NA,"","SLV-13-132",NA,-6,"17-08-13 12:55",2013,"summer","august","",-121.1149124,-15.72079795,0.076839596,0.007225118,"SPATIAL","p59","multi"
"252","Residence","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.58371,-111.99056,NA,"","SLV-13-133",NA,-6,"17-08-13 13:10",2013,"summer","august","",-121.0885921,-15.73459679,0.017686808,0.026319021,"SPATIAL","p59","multi"
"253","Conoco","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.58736,-111.95818,NA,"","SLV-13-134",NA,-6,"17-08-13 13:25",2013,"summer","august","",-121.1691321,-15.74935513,0.171605016,0.017120001,"SPATIAL","p59","multi"
"254","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.60988,-111.95737,NA,"","SLV-13-135",NA,-6,"17-08-13 13:35",2013,"summer","august","",-120.5691645,-15.82141825,0.055986324,0.010441971,"SPATIAL","p59","multi"
"255","Shell ","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.60985,-111.96679,NA,"","SLV-13-136",NA,-6,"17-08-13 13:50",2013,"summer","august","",-120.6806338,-15.69763736,0.045578624,0.014531796,"SPATIAL","p59","multi"
"256","Centennial Park","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.70193,-112.02064,NA,"","SLV-13-137",NA,-6,"17-08-13 14:00",2013,"summer","august","",-122.6450994,-16.03558086,0.095638495,0.013743869,"SPATIAL","p59","multi"
"257","Hunter Park","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.69427,-112.03302,NA,"","SLV-13-138",NA,-6,"17-08-13 15:00",2013,"summer","august","",-121.1571718,-15.78502069,0.05412925,0.020257686,"SPATIAL","p59","multi"
"258","Holiday ","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.69623,-112.04429,NA,"","SLV-13-139",NA,-6,"17-08-13 15:05",2013,"summer","august","",-121.075443,-15.74814324,0.04620741,0.025422961,"SPATIAL","p59","multi"
"259","Wendy's","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.69637,-111.96647,NA,"","SLV-13-140",NA,-6,"17-08-13 15:20",2013,"summer","august","",-121.5054164,-16.20461283,0.014708844,0.013634897,"SPATIAL","p59","multi"
"260","Taco Time","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.75162,-111.88879,NA,"","SLV-13-141",NA,-6,"17-08-13 15:35",2013,"summer","august","",-121.0992974,-15.94651003,0.081984638,0.008956285,"SPATIAL","p59","multi"
"261","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.72049,-111.93855,NA,"","SLV-13-174",NA,-6,"06-09-13 9:05",2013,"summer","september","",-128.3773214,-17.18947113,0.063565017,0.014995417,"SPATIAL","p58","multi"
"262","Sinclair","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.74135,-111.82632,NA,"","SLV-13-142",NA,-6,"06-09-13 9:12",2013,"summer","september","",-120.3478084,-15.65921213,0.081093365,0.029726066,"SPATIAL","p58","multi"
"263","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.69632,-111.9395,NA,"","SLV-13-175",NA,-6,"06-09-13 9:13",2013,"summer","september","",-126.1041137,-16.93196808,0.21110996,0.026839152,"SPATIAL","p58","multi"
"264","Chevron","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.71997,-111.81145,NA,"","SLV-13-143",NA,-6,"06-09-13 9:18",2013,"summer","september","",-120.008882,-15.67091603,0.221776491,0.0199175,"SPATIAL","p58","multi"
"265","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.6681,-111.9392,NA,"","SLV-13-176",NA,-6,"06-09-13 9:21",2013,"summer","september","",-124.2358522,-16.70223907,0.034692893,0.012724651,"SPATIAL","p58","multi"
"266","McDonalds","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.70005,-111.80034,NA,"","SLV-13-144",NA,-6,"06-09-13 9:26",2013,"summer","september","",-120.9080859,-15.88163059,0.092494346,0.02917793,"SPATIAL","p58","multi"
"267","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.48592,-111.88457,NA,"","SLV-13-206",NA,-6,"06-09-13 9:28",2013,"summer","september","",-120.8483569,-15.63676477,0.298293255,0.01145992,"SPATIAL","p58","multi"
"268","Holiday","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.63899,-111.96679,NA,"","SLV-13-177",NA,-6,"06-09-13 9:29",2013,"summer","september","",-120.287239,-15.92172343,0.076020945,0.039129706,"SPATIAL","p58","multi"
"269","Holiday","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.56007,-111.92003,NA,"","SLV-13-238",NA,-6,"06-09-13 9:31",2013,"summer","september","",-120.793039,-15.76552879,0.207480133,0.057033028,"SPATIAL","p58","multi"
"270","Sinclair","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.68685,-111.79561,NA,"","SLV-13-145",NA,-6,"06-09-13 9:31",2013,"summer","september","",-120.9914657,-15.87686891,0.045097971,0.026993498,"SPATIAL","p58","multi"
"271","Arby's","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.68691,-111.82522,NA,"","SLV-13-146",NA,-6,"06-09-13 9:36",2013,"summer","september","",-123.7248831,-16.60698313,0.041098127,0.015255451,"SPATIAL","p58","multi"
"272","Holiday","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.65249,-111.9677,NA,"","SLV-13-178",NA,-6,"06-09-13 9:36",2013,"summer","september","",-120.9227605,-16.04996047,0.039693989,0.036698694,"SPATIAL","p58","multi"
"273","Shell","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.67391,-111.82379,NA,"","SLV-13-147",NA,-6,"06-09-13 9:39",2013,"summer","september","",-123.8630801,-16.70924059,0.08783602,0.021305778,"SPATIAL","p58","multi"
"274","Del Taco","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.56175,-111.93734,NA,"","SLV-13-239",NA,-6,"06-09-13 9:40",2013,"summer","september","",-120.2716134,-16.02473323,0.453135333,0.046854799,"SPATIAL","p58","multi"
"275","Holiday","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.68181,-111.968,NA,"","SLV-13-179",NA,-6,"06-09-13 9:45",2013,"summer","september","",-118.8420455,-15.55408683,0.057555971,0.013954551,"SPATIAL","p58","multi"
"276","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.66612,-111.8224,NA,"","SLV-13-148",NA,-6,"06-09-13 9:45",2013,"summer","september","",-123.9408088,-16.73007223,0.095100081,0.024524043,"SPATIAL","p58","multi"
"277","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.5626,-111.9572,NA,"","SLV-13-240",NA,-6,"06-09-13 9:46",2013,"summer","september","",-123.2009232,-16.11961698,0.188472898,0.02798503,"SPATIAL","p58","multi"
"278","Shell","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.68253,-111.98697,NA,"","SLV-13-180",NA,-6,"06-09-13 9:52",2013,"summer","september","",-120.8446388,-15.77335162,0.086891013,0.010516202,"SPATIAL","p58","multi"
"279","Starbucks","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.63526,-111.80401,NA,"","SLV-13-149",NA,-6,"06-09-13 9:54",2013,"summer","september","",-122.5620019,-16.39372292,0.027216252,0.014087655,"SPATIAL","p58","multi"
"280","McDonalds","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.54467,-111.98219,NA,"","SLV-13-241",NA,-6,"06-09-13 9:55",2013,"summer","september","",-120.8074639,-15.75861135,0.402429541,0.041697145,"SPATIAL","p58","multi"
"281","KFC","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.69633,-111.98285,NA,"","SLV-13-181",NA,-6,"06-09-13 9:57",2013,"summer","september","",-120.8628661,-15.77927351,0.027677704,0.00798215,"SPATIAL","p58","multi"
"282","In and Out Burger","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.52285,-111.98505,NA,"","SLV-13-242",NA,-6,"06-09-13 10:03",2013,"summer","september","",-110.2634871,-14.10305956,0.216408551,0.035725532,"SPATIAL","p58","multi"
"283","Wendy's","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.69631,-111.96834,NA,"","SLV-13-182",NA,-6,"06-09-13 10:03",2013,"summer","september","",-121.2459412,-15.81378993,0.147202408,0.008473004,"SPATIAL","p58","multi"
"284","Prostop","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.49896,-111.88444,NA,"","SLV-13-210",NA,-6,"06-09-13 10:05",2013,"summer","september","",-116.9212671,-15.38697962,0.137646638,0.05025032,"SPATIAL","p58","multi"
"285","Phillips 66","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.64088,-111.83555,NA,"","SLV-13-150",NA,-6,"06-09-13 10:06",2013,"summer","september","",-121.9474965,-16.0692689,0.234082167,0.035938063,"SPATIAL","p58","multi"
"286","Maverick","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.71163,-111.96703,NA,"","SLV-13-183",NA,-6,"06-09-13 10:08",2013,"summer","september","",-122.3809935,-16.05969925,0.156593695,0.039038056,"SPATIAL","p58","multi"
"287","Maverick","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.52204,-111.95802,NA,"","SLV-13-243",NA,-6,"06-09-13 10:10",2013,"summer","september","",-109.1327749,-13.84870462,0.12595425,0.048281458,"SPATIAL","p58","multi"
"288","Chevron","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.64032,-111.85517,NA,"","SLV-13-151",NA,-6,"06-09-13 10:11",2013,"summer","september","",-121.4338504,-16.15031742,0.018826914,0.019204766,"SPATIAL","p58","multi"
"289","Maverick","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.72871,-111.96781,NA,"","SLV-13-184",NA,-6,"06-09-13 10:14",2013,"summer","september","",-120.8854419,-15.79551035,0.114599345,0.024625399,"SPATIAL","p58","multi"
"290","Prostop","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.52195,-111.94415,NA,"","SLV-13-244",NA,-6,"06-09-13 10:14",2013,"summer","september","",-109.7392942,-13.94521635,0.391735017,0.05757855,"SPATIAL","p58","multi"
"291","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.64178,-111.86656,NA,"","SLV-13-152",NA,-6,"06-09-13 10:14",2013,"summer","september","",-119.8814606,-16.12720746,0.041896885,0.025778014,"SPATIAL","p58","multi"
"292","Shell","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.52273,-111.92973,NA,"","SLV-13-245",NA,-6,"06-09-13 10:18",2013,"summer","september","",-112.6957442,-14.4022573,0.397676661,0.045801959,"SPATIAL","p58","multi"
"293","Fresh Market","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.64931,-111.86758,NA,"","SLV-13-153",NA,-6,"06-09-13 10:20",2013,"summer","september","",-125.1419383,-16.90293312,0.069775897,0.024942231,"SPATIAL","p58","multi"
"294","Chevron","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.72999,-111.98827,NA,"","SLV-13-185",NA,-6,"06-09-13 10:21",2013,"summer","september","",-120.8932653,-15.81325767,0.040504171,0.026522284,"SPATIAL","p58","multi"
"295","Jordan River Rotary Park","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.52649,-111.919079,NA,"","SLV-13-246",NA,-6,"06-09-13 10:22",2013,"summer","september","",-120.9000591,-15.8535512,0.416602317,0.055340781,"SPATIAL","p58","multi"
"296","K-Mart","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.66909,-111.8667,NA,"","SLV-13-154",NA,-6,"06-09-13 10:26",2013,"summer","september","",-123.3132309,-16.59293299,0.068860026,0.030166105,"SPATIAL","p58","multi"
"297","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.5265,-111.87182,NA,"","SLV-13-213",NA,-6,"06-09-13 10:27",2013,"summer","september","",-119.5311116,-15.79830987,0.288509305,0.130699522,"SPATIAL","p58","multi"
"298","Chevron","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.52647,-111.89952,NA,"","SLV-13-247",NA,-6,"06-09-13 10:29",2013,"summer","september","",-120.7205473,-15.78696746,0.246131493,0.035033386,"SPATIAL","p58","multi"
"299","Milgard Windows","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.73284,-112.02413,NA,"","SLV-13-186",NA,-6,"06-09-13 10:29",2013,"summer","september","",-120.9011686,-15.84717943,0.076643655,0.027691783,"SPATIAL","p58","multi"
"300","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.67475,-111.86594,NA,"","SLV-13-155",NA,-6,"06-09-13 10:29",2013,"summer","september","",-120.9120883,-15.84601904,0.029137225,0.015417903,"SPATIAL","p58","multi"
"301","Draper City Park","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.52407,-111.85374,NA,"","SLV-13-214",NA,-6,"06-09-13 10:33",2013,"summer","september","",-109.8475742,-14.18582339,0.142600053,0.047963532,"SPATIAL","p58","multi"
"302","Maverick","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.7117,-112.02583,NA,"","SLV-13-187",NA,-6,"06-09-13 10:35",2013,"summer","september","",-95.89845038,-11.3223779,0.019442551,0.020056713,"SPATIAL","p58","multi"
"303","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.68678,-111.87742,NA,"","SLV-13-156",NA,-6,"06-09-13 10:35",2013,"summer","september","",-123.1539263,-16.54908573,0.104746749,0.021829988,"SPATIAL","p58","multi"
"304","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.50505,-111.89738,NA,"","SLV-13-248",NA,-6,"06-09-13 10:36",2013,"summer","september","",-121.0789217,-15.91117554,0.124919284,0.044856172,"SPATIAL","p58","multi"
"305","Arby's","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.52876,-111.85544,NA,"","SLV-13-215",NA,-6,"06-09-13 10:38",2013,"summer","september","",-120.4553084,-15.93176838,0.231126017,0.043066261,"SPATIAL","p58","multi"
"306","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.68325,-111.8877,NA,"","SLV-13-157",NA,-6,"06-09-13 10:41",2013,"summer","september","",-123.1927289,-16.55025697,0.079247319,0.026218033,"SPATIAL","p58","multi"
"307","Maverick","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.489352,-111.940688,NA,"","SLV-13-249",NA,-6,"06-09-13 10:44",2013,"summer","september","",-120.9948613,-15.90413974,0.138648973,0.087473971,"SPATIAL","p58","multi"
"308","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.69625,-112.00626,NA,"","SLV-13-188",NA,-6,"06-09-13 10:46",2013,"summer","september","",-121.1321939,-15.85190089,0.048913326,0.012366512,"SPATIAL","p58","multi"
"309","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.66649,-111.88777,NA,"","SLV-13-158",NA,-6,"06-09-13 10:47",2013,"summer","september","",-112.6510006,-14.68275179,0.097448602,0.032262611,"SPATIAL","p58","multi"
"310","Spring View Farms Trail","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.48642,-111.92639,NA,"","SLV-13-250",NA,-6,"06-09-13 10:50",2013,"summer","september","",-120.2190971,-15.88342563,0.140171926,0.045841577,"SPATIAL","p58","multi"
"311","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.69617,-112.0252,NA,"","SLV-13-189",NA,-6,"06-09-13 10:52",2013,"summer","september","",-121.3238047,-15.89615955,0.071487843,0.029813194,"SPATIAL","p58","multi"
"312","Chickfillet","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.65928,-111.88758,NA,"","SLV-13-159",NA,-6,"06-09-13 10:53",2013,"summer","september","",-120.6901707,-16.23548599,0.158675281,0.04068932,"SPATIAL","p58","multi"
"313","Costco","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.6576,-111.89035,NA,"","SLV-13-160",NA,-6,"06-09-13 10:57",2013,"summer","september","",-120.4143254,-16.20778631,0.076889521,0.022051904,"SPATIAL","p58","multi"
"314","Holiday","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.69634,-112.04456,NA,"","SLV-13-190",NA,-6,"06-09-13 10:57",2013,"summer","september","",-121.6583754,-15.93199387,0.169798899,0.010845143,"SPATIAL","p58","multi"
"315","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.69617,-112.06352,NA,"","SLV-13-191",NA,-6,"06-09-13 11:01",2013,"summer","september","",-94.3347605,-11.10212377,0.095488046,0.016084188,"SPATIAL","p58","multi"
"316","City Park","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.49139,-111.95145,NA,"","SLV-13-251",NA,-6,"06-09-13 11:03",2013,"summer","september","",-121.3960814,-15.87014924,0.168589266,0.026051288,"SPATIAL","p58","multi"
"317","Maverick","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.54414,-111.87157,NA,"","SLV-13-216",NA,-6,"06-09-13 11:03",2013,"summer","september","",-120.5330084,-15.88155651,0.148175083,0.054800091,"SPATIAL","p58","multi"
"318","Murray City Park","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.65996,-111.87905,NA,"","SLV-13-161",NA,-6,"06-09-13 11:04",2013,"summer","september","",-120.6707343,-16.23292948,0.070150071,0.040511547,"SPATIAL","p58","multi"
"319","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.71625,-112.06263,NA,"","SLV-13-192",NA,-6,"06-09-13 11:05",2013,"summer","september","",-95.59467095,-11.32502509,0.073977484,0.011957649,"SPATIAL","p58","multi"
"320","Storm Mtn Park","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.54389,-111.8633,NA,"","SLV-13-217",NA,-6,"06-09-13 11:07",2013,"summer","september","",-120.8021897,-15.70550455,0.172359946,0.033702241,"SPATIAL","p58","multi"
"321","Seven Eleven","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.64318,-111.88942,NA,"","SLV-13-162",NA,-6,"06-09-13 11:10",2013,"summer","september","",-121.0605904,-16.23439593,0.039826802,0.017193771,"SPATIAL","p58","multi"
"322","Holiday","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.71107,-112.09255,NA,"","SLV-13-193",NA,-6,"06-09-13 11:11",2013,"summer","september","",-94.77068868,-11.19687694,0.04932211,0.009570667,"SPATIAL","p58","multi"
"323","Shell","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.55836,-111.87167,NA,"","SLV-13-218",NA,-6,"06-09-13 11:12",2013,"summer","september","",-120.8520288,-15.65235005,0.210091943,0.017878261,"SPATIAL","p58","multi"
"324","Magna Public Library","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.71161,-112.1047,NA,"","SLV-13-194",NA,-6,"06-09-13 11:14",2013,"summer","september","",-95.20818894,-11.25980187,0.065213039,0.017645961,"SPATIAL","p58","multi"
"325","Mall","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.63727,-111.88601,NA,"","SLV-13-163",NA,-6,"06-09-13 11:14",2013,"summer","september","",-120.979968,-16.37858646,0.075142019,0.014473755,"SPATIAL","p58","multi"
"326","Holiday","1.2","Salt Lake City","Salt Lake City_Ag-Oct-13","UT",40.50714,-111.98578,NA,"","SLV-13-252",NA,-6,"06-09-13 11:15",2013,"summer","september","",-110.982237,-14.02576606,0.216976734,0.035352347,"SPATIAL","p58","multi"
