"","site_name","cluster_ID","cluster_location","cluster_location_time","lat","lon","site_comments","sample_ID","start_time","collection_time_zone","collection_date","year","season","month","sample_comments","d2H","d18O","d2H_analytical_sd","d18O_analytical_sd","source","project_ID","d_ex","county","state","elevation","cluster_number","modality"
"904","Beaumont","28","Los Angeles","Los Angeles_Mar-Ap-14",33.92812,-116.97768,NA,"999",NA,NA,"1/4/2014",2014,"spring","april",NA,-62.73,-9.3,NA,NA,"Tipple","Tipple",11.67,"Riverside","California",803,1,"Multi"
"905","Colton","28","Los Angeles","Los Angeles_Mar-Ap-14",34.05808,-117.32262,NA,"1011",NA,NA,"1/4/2014",2014,"spring","april",NA,-54.97,-8.55,NA,NA,"Tipple","Tipple",13.43,"San Bernardino","California",301,1,"Multi"
"906","Colton","28","Los Angeles","Los Angeles_Mar-Ap-14",34.06897,-117.33626,NA,"1012",NA,NA,"1/4/2014",2014,"spring","april",NA,-55.77,-8.78,NA,NA,"Tipple","Tipple",14.47,"San Bernardino","California",301,1,"Multi"
"907","Colton","28","Los Angeles","Los Angeles_Mar-Ap-14",34.07094,-117.31426,NA,"1010",NA,NA,"1/4/2014",2014,"spring","april",NA,-57.4,-8.67,NA,NA,"Tipple","Tipple",11.96,"San Bernardino","California",302,1,"Multi"
"908","Corona","28","Los Angeles","Los Angeles_Mar-Ap-14",33.87344,-117.55943,NA,"1017",NA,NA,"1/4/2014",2014,"spring","april",NA,-85.36,-10.64,NA,NA,"Tipple","Tipple",-0.24,"Riverside","California",215,4,"Multi"
"909","Mesa","26","Phoenix","Phoenix_Mar-Ap-14",33.40701,-111.88145,NA,"619",NA,NA,"1/4/2014",2014,"spring","april",NA,-70.37,-9.03,NA,NA,"Tipple","Tipple",1.87,"Maricopa","Arizona",364,2,"Multi"
"910","Mesa","26","Phoenix","Phoenix_Mar-Ap-14",33.41711,-111.81901,NA,"618",NA,NA,"1/4/2014",2014,"spring","april",NA,-71.44,-9.75,NA,NA,"Tipple","Tipple",6.56,"Maricopa","Arizona",379,2,"Multi"
"911","Unincorporated Phoenix Area","26","Phoenix","Phoenix_Mar-Ap-14",33.02811,-111.77086,NA,"614",NA,NA,"1/4/2014",2014,"spring","april",NA,-64.18,-8.89,NA,NA,"Tipple","Tipple",6.94,"Pinal","Arizona",449,2,"Multi"
"912","Mesa","26","Phoenix","Phoenix_Mar-Ap-14",33.41577,-111.7541,NA,"616",NA,NA,"1/4/2014",2014,"spring","april",NA,-69.9,-8.93,NA,NA,"Tipple","Tipple",1.54,"Maricopa","Arizona",389,2,"Multi"
"913","Mesa","26","Phoenix","Phoenix_Mar-Ap-14",33.41523,-111.73831,NA,"617",NA,NA,"1/4/2014",2014,"spring","april",NA,-101.98,-12.86,NA,NA,"Tipple","Tipple",0.9,"Maricopa","Arizona",399,1,"Multi"
"914","Mesa","26","Phoenix","Phoenix_Mar-Ap-14",33.41603,-111.73479,NA,"615",NA,NA,"1/4/2014",2014,"spring","april",NA,-103.46,-12.79,NA,NA,"Tipple","Tipple",-1.100004,"Maricopa","Arizona",399,1,"Multi"
"915","Fountain Hills","26","Phoenix","Phoenix_Mar-Ap-14",33.57388,-111.7137,NA,"592",NA,NA,"1/4/2014",2014,"spring","april",NA,-101.39,-12.91,NA,NA,"Tipple","Tipple",1.89,"Maricopa","Arizona",496,1,"Multi"
"916","Fountain Hills","26","Phoenix","Phoenix_Mar-Ap-14",33.57214,-111.7135,NA,"591",NA,NA,"1/4/2014",2014,"spring","april",NA,-103.02,-12.75,NA,NA,"Tipple","Tipple",-1.02,"Maricopa","Arizona",496,1,"Multi"
"917","Fountain Hills","26","Phoenix","Phoenix_Mar-Ap-14",33.59382,-111.70666,NA,"593",NA,NA,"1/4/2014",2014,"spring","april",NA,-100.58,-12.62,NA,NA,"Tipple","Tipple",0.38,"Maricopa","Arizona",444,1,"Multi"
"918","Mesa","26","Phoenix","Phoenix_Mar-Ap-14",33.48125,-111.68471,NA,"598",NA,NA,"1/4/2014",2014,"spring","april",NA,-101.100008,-12.77,NA,NA,"Tipple","Tipple",0.98,"Maricopa","Arizona",502,1,"Multi"
"919","Casa Grande","26","Phoenix","Phoenix_Mar-Ap-14",32.8803,-111.68333,NA,"613",NA,NA,"1/4/2014",2014,"spring","april",NA,-59.66,-8.3,NA,NA,"Tipple","Tipple",6.74,"Pinal","Arizona",432,2,"Multi"
"920","Mesa","26","Phoenix","Phoenix_Mar-Ap-14",33.40697,-111.63167,NA,"599",NA,NA,"1/4/2014",2014,"spring","april",NA,-102.04,-12.94,NA,NA,"Tipple","Tipple",1.48,"Maricopa","Arizona",454,1,"Multi"
"921","Queen Creek","26","Phoenix","Phoenix_Mar-Ap-14",33.24918,-111.62393,NA,"604",NA,NA,"1/4/2014",2014,"spring","april",NA,-64.9,-8.79,NA,NA,"Tipple","Tipple",5.42,"Maricopa","Arizona",424,2,"Multi"
"922","Unincorporated Phoenix Area","26","Phoenix","Phoenix_Mar-Ap-14",33.18992,-111.60034,NA,"605",NA,NA,"1/4/2014",2014,"spring","april",NA,-65.83,-8.79,NA,NA,"Tipple","Tipple",4.49,"Pinal","Arizona",479,2,"Multi"
"923","Apache Junction","26","Phoenix","Phoenix_Mar-Ap-14",33.41426,-111.57179,NA,"600",NA,NA,"1/4/2014",2014,"spring","april",NA,-86.65,-11.49,NA,NA,"Tipple","Tipple",5.27,"Pinal","Arizona",507,1,"Multi"
"924","Queen Creek","26","Phoenix","Phoenix_Mar-Ap-14",33.25056,-111.56405,NA,"603",NA,NA,"1/4/2014",2014,"spring","april",NA,-65.41,-8.8,NA,NA,"Tipple","Tipple",4.99,"Pinal","Arizona",448,2,"Multi"
"925","Apache Junction","26","Phoenix","Phoenix_Mar-Ap-14",33.39288,-111.56367,NA,"602",NA,NA,"1/4/2014",2014,"spring","april",NA,-70.8,-9.67,NA,NA,"Tipple","Tipple",6.56,"Pinal","Arizona",495,2,"Multi"
"926","Eloy","26","Phoenix","Phoenix_Mar-Ap-14",32.75827,-111.55452,NA,"612",NA,NA,"1/4/2014",2014,"spring","april",NA,-62.36,-8.75,NA,NA,"Tipple","Tipple",7.64,"Pinal","Arizona",472,2,"Multi"
"927","Apache Junction","26","Phoenix","Phoenix_Mar-Ap-14",33.41555,-111.55152,NA,"601",NA,NA,"1/4/2014",2014,"spring","april",NA,-68.78,-9.68,NA,NA,"Tipple","Tipple",8.66,"Pinal","Arizona",523,2,"Multi"
"928","Coolidge","26","Phoenix","Phoenix_Mar-Ap-14",32.99537,-111.53667,NA,"610",NA,NA,"1/4/2014",2014,"spring","april",NA,-67.76,-8.97,NA,NA,"Tipple","Tipple",4,"Pinal","Arizona",426,2,"Multi"
"929","Coolidge","26","Phoenix","Phoenix_Mar-Ap-14",32.9862,-111.52455,NA,"611",NA,NA,"1/4/2014",2014,"spring","april",NA,-67.69,-9.1,NA,NA,"Tipple","Tipple",5.11,"Pinal","Arizona",429,2,"Multi"
"930","Coolidge","26","Phoenix","Phoenix_Mar-Ap-14",32.99876,-111.52307,NA,"609",NA,NA,"1/4/2014",2014,"spring","april",NA,-67.31,-9.11,NA,NA,"Tipple","Tipple",5.57,"Pinal","Arizona",429,2,"Multi"
"931","Florence","26","Phoenix","Phoenix_Mar-Ap-14",33.06317,-111.48534,NA,"606",NA,NA,"1/4/2014",2014,"spring","april",NA,-68.3,-8.87,NA,NA,"Tipple","Tipple",2.66,"Pinal","Arizona",445,2,"Multi"
"932","Florence","26","Phoenix","Phoenix_Mar-Ap-14",33.03417,-111.38677,NA,"608",NA,NA,"1/4/2014",2014,"spring","april",NA,-64.04,-8.46,NA,NA,"Tipple","Tipple",3.64,"Pinal","Arizona",450,2,"Multi"
"933","Florence","26","Phoenix","Phoenix_Mar-Ap-14",33.0386,-111.37868,NA,"607",NA,NA,"1/4/2014",2014,"spring","april",NA,-65.08,-8.67,NA,NA,"Tipple","Tipple",4.28,"Pinal","Arizona",457,2,"Multi"
"934","Fontana","28","Los Angeles","Los Angeles_Mar-Ap-14",34.10844,-117.42231,NA,"1009",NA,NA,"1/4/2014",2014,"spring","april",NA,-61.28,-9.05,NA,NA,"Tipple","Tipple",11.100002,"San Bernardino","California",395,1,"Multi"
"935","Grand Terrace","28","Los Angeles","Los Angeles_Mar-Ap-14",34.02967,-117.30886,NA,"1013",NA,NA,"1/4/2014",2014,"spring","april",NA,-59.78,-8.99,NA,NA,"Tipple","Tipple",12.14,"San Bernardino","California",323,1,"Multi"
"936","Hemet","28","Los Angeles","Los Angeles_Mar-Ap-14",33.74737,-116.96915,NA,"1023",NA,NA,"1/4/2014",2014,"spring","april",NA,-58.59,-8.78,NA,NA,"Tipple","Tipple",11.65,"Riverside","California",507,1,"Multi"
"937","Highland","28","Los Angeles","Los Angeles_Mar-Ap-14",34.11146,-117.21589,NA,"1005",NA,NA,"1/4/2014",2014,"spring","april",NA,-59.61,-8.86,NA,NA,"Tipple","Tipple",11.27,"San Bernardino","California",344,1,"Multi"
"938","Highland","28","Los Angeles","Los Angeles_Mar-Ap-14",34.12148,-117.19866,NA,"1004",NA,NA,"1/4/2014",2014,"spring","april",NA,-62.1,-9.33,NA,NA,"Tipple","Tipple",12.54,"San Bernardino","California",425,1,"Multi"
"939","Moreno Valley","28","Los Angeles","Los Angeles_Mar-Ap-14",33.94137,-117.22704,NA,"1021",NA,NA,"1/4/2014",2014,"spring","april",NA,-58.3,-6.94,NA,NA,"Tipple","Tipple",-2.78,"Riverside","California",503,1,"Multi"
"940","Norco","28","Los Angeles","Los Angeles_Mar-Ap-14",33.89849,-117.563,NA,"1018",NA,NA,"1/4/2014",2014,"spring","april",NA,-57.24,-8.09,NA,NA,"Tipple","Tipple",7.48,"Riverside","California",196,1,"Multi"
"941","Norco","28","Los Angeles","Los Angeles_Mar-Ap-14",33.92254,-117.54679,NA,"1019",NA,NA,"1/4/2014",2014,"spring","april",NA,-63.66,-8.33,NA,NA,"Tipple","Tipple",2.98,"Riverside","California",218,1,"Multi"
"942","Norco","28","Los Angeles","Los Angeles_Mar-Ap-14",33.93135,-117.56065,NA,"1020",NA,NA,"1/4/2014",2014,"spring","april",NA,-62.37,-8.67,NA,NA,"Tipple","Tipple",6.99,"Riverside","California",184,1,"Multi"
"943","Perris","28","Los Angeles","Los Angeles_Mar-Ap-14",33.80151,-117.22704,NA,"1024",NA,NA,"1/4/2014",2014,"spring","april",NA,-74.24,-9.81,NA,NA,"Tipple","Tipple",4.24,"Riverside","California",450,3,"Multi"
"944","Redlands","28","Los Angeles","Los Angeles_Mar-Ap-14",34.05456,-117.18004,NA,"1002",NA,NA,"1/4/2014",2014,"spring","april",NA,-68.36,-9.51,NA,NA,"Tipple","Tipple",7.72,"San Bernardino","California",433,3,"Multi"
"945","Redlands","28","Los Angeles","Los Angeles_Mar-Ap-14",34.05885,-117.18282,NA,"1003",NA,NA,"1/4/2014",2014,"spring","april",NA,-68.39,-9.76,NA,NA,"Tipple","Tipple",9.69,"San Bernardino","California",433,3,"Multi"
"946","Redlands","28","Los Angeles","Los Angeles_Mar-Ap-14",34.06054,-117.16727,NA,"1001",NA,NA,"1/4/2014",2014,"spring","april",NA,-67.47,-9.63,NA,NA,"Tipple","Tipple",9.57,"San Bernardino","California",469,3,"Multi"
"947","Rialto","28","Los Angeles","Los Angeles_Mar-Ap-14",34.10704,-117.36691,NA,"1008",NA,NA,"1/4/2014",2014,"spring","april",NA,-56.97,-8.89,NA,NA,"Tipple","Tipple",14.15,"San Bernardino","California",385,1,"Multi"
"948","Riverside","28","Los Angeles","Los Angeles_Mar-Ap-14",33.9293,-117.44177,NA,"1015",NA,NA,"1/4/2014",2014,"spring","april",NA,-61.67,-8.97,NA,NA,"Tipple","Tipple",10.09,"Riverside","California",232,1,"Multi"
"949","Riverside","28","Los Angeles","Los Angeles_Mar-Ap-14",33.94469,-117.41647,NA,"1016",NA,NA,"1/4/2014",2014,"spring","april",NA,-61.54,-9.08,NA,NA,"Tipple","Tipple",11.1,"Riverside","California",240,1,"Multi"
"950","Riverside","28","Los Angeles","Los Angeles_Mar-Ap-14",33.9743,-117.38311,NA,"1014",NA,NA,"1/4/2014",2014,"spring","april",NA,-61.96,-8.94,NA,NA,"Tipple","Tipple",9.56,"Riverside","California",259,1,"Multi"
"951","Riverside","28","Los Angeles","Los Angeles_Mar-Ap-14",33.98502,-117.3738,NA,"1025",NA,NA,"1/4/2014",2014,"spring","april",NA,-61.01,-9.21,NA,NA,"Tipple","Tipple",12.67,"Riverside","California",259,1,"Multi"
"952","San Bernardino","28","Los Angeles","Los Angeles_Mar-Ap-14",34.10119,-117.29955,NA,"1006",NA,NA,"1/4/2014",2014,"spring","april",NA,-52.48,-8.5,NA,NA,"Tipple","Tipple",15.52,"San Bernardino","California",326,2,"Multi"
"953","San Bernardino","28","Los Angeles","Los Angeles_Mar-Ap-14",34.10759,-117.32422,NA,"1007",NA,NA,"1/4/2014",2014,"spring","april",NA,-52.17,-8.32,NA,NA,"Tipple","Tipple",14.39,"San Bernardino","California",348,2,"Multi"
"954","San Jacinto","28","Los Angeles","Los Angeles_Mar-Ap-14",33.78052,-116.95871,NA,"1022",NA,NA,"1/4/2014",2014,"spring","april",NA,-61.3,-9.43,NA,NA,"Tipple","Tipple",14.14,"Riverside","California",459,1,"Multi"
"955","Yucaipa","28","Los Angeles","Los Angeles_Mar-Ap-14",34.02842,-117.06436,NA,"1000",NA,NA,"1/4/2014",2014,"spring","april",NA,-57.64,-8.44,NA,NA,"Tipple","Tipple",9.88,"San Bernardino","California",696,1,"Multi"
"956","Bell Gardens","28","Los Angeles","Los Angeles_Mar-Ap-14",33.968,-118.1638,NA,"1042",NA,NA,"2/4/2014",2014,"spring","april",NA,-56.13,-7.88,NA,NA,"Tipple","Tipple",6.91,"Los Angeles","California",42,1,"Multi"
"957","Cerritos","28","Los Angeles","Los Angeles_Mar-Ap-14",33.84904,-118.06241,NA,"1045",NA,NA,"2/4/2014",2014,"spring","april",NA,-56.51,-8.46,NA,NA,"Tipple","Tipple",11.100007,"Los Angeles","California",16,1,"Multi"
"958","Chino","28","Los Angeles","Los Angeles_Mar-Ap-14",34.0111,-117.66559,NA,"1031",NA,NA,"2/4/2014",2014,"spring","april",NA,-55.02,-8.38,NA,NA,"Tipple","Tipple",12.02,"San Bernardino","California",237,1,"Multi"
"959","Chino","28","Los Angeles","Los Angeles_Mar-Ap-14",34.01228,-117.71215,NA,"1033",NA,NA,"2/4/2014",2014,"spring","april",NA,-57.73,-8.5,NA,NA,"Tipple","Tipple",10.27,"San Bernardino","California",222,1,"Multi"
"960","Chino","28","Los Angeles","Los Angeles_Mar-Ap-14",34.01566,-117.68911,NA,"1032",NA,NA,"2/4/2014",2014,"spring","april",NA,-67.58,-9.34,NA,NA,"Tipple","Tipple",7.14,"San Bernardino","California",226,3,"Multi"
"961","Chino Hills","28","Los Angeles","Los Angeles_Mar-Ap-14",33.98399,-117.74692,NA,"1035",NA,NA,"2/4/2014",2014,"spring","april",NA,-67.18,-9.55,NA,NA,"Tipple","Tipple",9.22,"San Bernardino","California",273,3,"Multi"
"962","Chino Hills","28","Los Angeles","Los Angeles_Mar-Ap-14",33.99116,-117.73548,NA,"1034",NA,NA,"2/4/2014",2014,"spring","april",NA,-57.85,-8.55,NA,NA,"Tipple","Tipple",10.55,"San Bernardino","California",245,1,"Multi"
"963","Chino Hills","28","Los Angeles","Los Angeles_Mar-Ap-14",33.99584,-117.75736,NA,"1036",NA,NA,"2/4/2014",2014,"spring","april",NA,-65.89,-9.35,NA,NA,"Tipple","Tipple",8.91,"San Bernardino","California",309,3,"Multi"
"964","Claremont","28","Los Angeles","Los Angeles_Mar-Ap-14",34.09341,-117.71068,NA,"1027",NA,NA,"2/4/2014",2014,"spring","april",NA,-60,-9.17,NA,NA,"Tipple","Tipple",13.36,"Los Angeles","California",333,1,"Multi"
"965","Covina","28","Los Angeles","Los Angeles_Mar-Ap-14",34.08645,-117.88866,NA,"1039",NA,NA,"2/4/2014",2014,"spring","april",NA,-61.62,-8.55,NA,NA,"Tipple","Tipple",6.78,"Los Angeles","California",159,1,"Multi"
"966","Diamond Bar","28","Los Angeles","Los Angeles_Mar-Ap-14",34.02875,-117.8101,NA,"1038",NA,NA,"2/4/2014",2014,"spring","april",NA,-93.96,-11.48,NA,NA,"Tipple","Tipple",-2.12,"Los Angeles","California",283,4,"Multi"
"967","Cardiff By The Sea","27","San Diego","San Diego_Ap-14",33.02759,-117.27393,NA,"1052",NA,NA,"2/4/2014",2014,"spring","april",NA,-69.11,-8.17,NA,NA,"Tipple","Tipple",-3.75,NA,NA,58,3,"Multi"
"968","Phoenix","26","Phoenix","Phoenix_Mar-Ap-14",33.46673,-112.07149,NA,"620",NA,NA,"2/4/2014",2014,"spring","april",NA,-71.94,-9.3,NA,NA,"Tipple","Tipple",2.46,"Maricopa","Arizona",333,2,"Multi"
"969","Tempe","26","Phoenix","Phoenix_Mar-Ap-14",33.40762,-111.95279,NA,"639",NA,NA,"2/4/2014",2014,"spring","april",NA,-72.03,-9.24,NA,NA,"Tipple","Tipple",1.89,"Maricopa","Arizona",355,2,"Multi"
"970","Tempe","26","Phoenix","Phoenix_Mar-Ap-14",33.33393,-111.9451,NA,"628",NA,NA,"2/4/2014",2014,"spring","april",NA,-69.05,-9.25,NA,NA,"Tipple","Tipple",4.95,"Maricopa","Arizona",363,2,"Multi"
"971","Chandler","26","Phoenix","Phoenix_Mar-Ap-14",33.30608,-111.94507,NA,"627",NA,NA,"2/4/2014",2014,"spring","april",NA,-72.68,-9.69,NA,NA,"Tipple","Tipple",4.84,"Maricopa","Arizona",358,2,"Multi"
"972","Tempe","26","Phoenix","Phoenix_Mar-Ap-14",33.39391,-111.92552,NA,"638",NA,NA,"2/4/2014",2014,"spring","april",NA,-70.76,-9.41,NA,NA,"Tipple","Tipple",4.52,"Maricopa","Arizona",355,2,"Multi"
"973","Tempe","26","Phoenix","Phoenix_Mar-Ap-14",33.37899,-111.92335,NA,"637",NA,NA,"2/4/2014",2014,"spring","april",NA,-70.22,-9.28,NA,NA,"Tipple","Tipple",4.02,"Maricopa","Arizona",360,2,"Multi"
"974","Tempe","26","Phoenix","Phoenix_Mar-Ap-14",33.33391,-111.9122,NA,"629",NA,NA,"2/4/2014",2014,"spring","april",NA,-69.65,-9.27,NA,NA,"Tipple","Tipple",4.51,"Maricopa","Arizona",359,2,"Multi"
"975","Chandler","26","Phoenix","Phoenix_Mar-Ap-14",33.30692,-111.88753,NA,"626",NA,NA,"2/4/2014",2014,"spring","april",NA,-74.78,-9.78,NA,NA,"Tipple","Tipple",3.46,"Maricopa","Arizona",360,2,"Multi"
"976","Chandler","26","Phoenix","Phoenix_Mar-Ap-14",33.33477,-111.87562,NA,"630",NA,NA,"2/4/2014",2014,"spring","april",NA,-72.23,-9.62,NA,NA,"Tipple","Tipple",4.73,"Maricopa","Arizona",364,2,"Multi"
"977","Chandler","26","Phoenix","Phoenix_Mar-Ap-14",33.30449,-111.86316,NA,"625",NA,NA,"2/4/2014",2014,"spring","april",NA,-74.97,-9.43,NA,NA,"Tipple","Tipple",0.47,"Maricopa","Arizona",364,2,"Multi"
"978","Mesa","26","Phoenix","Phoenix_Mar-Ap-14",33.36613,-111.85847,NA,"636",NA,NA,"2/4/2014",2014,"spring","april",NA,-71.41,-9.47,NA,NA,"Tipple","Tipple",4.35,"Maricopa","Arizona",367,2,"Multi"
"979","Chandler","26","Phoenix","Phoenix_Mar-Ap-14",33.25944,-111.85772,NA,"624",NA,NA,"2/4/2014",2014,"spring","april",NA,-76.72,-9.56,NA,NA,"Tipple","Tipple",-0.24,"Maricopa","Arizona",364,2,"Multi"
"980","Chandler","26","Phoenix","Phoenix_Mar-Ap-14",33.33459,-111.84129,NA,"631",NA,NA,"2/4/2014",2014,"spring","april",NA,-73.71,-9.65,NA,NA,"Tipple","Tipple",3.49,"Maricopa","Arizona",367,2,"Multi"
"981","Gilbert","26","Phoenix","Phoenix_Mar-Ap-14",33.33467,-111.80772,NA,"632",NA,NA,"2/4/2014",2014,"spring","april",NA,-69.53,-9.46,NA,NA,"Tipple","Tipple",6.15,"Maricopa","Arizona",375,2,"Multi"
"982","Gilbert","26","Phoenix","Phoenix_Mar-Ap-14",33.3649,-111.80636,NA,"635",NA,NA,"2/4/2014",2014,"spring","april",NA,-69.91,-9.47,NA,NA,"Tipple","Tipple",5.85,"Maricopa","Arizona",373,2,"Multi"
"983","Chandler","26","Phoenix","Phoenix_Mar-Ap-14",33.2603,-111.7903,NA,"623",NA,NA,"2/4/2014",2014,"spring","april",NA,-89.24,-11.100002,NA,NA,"Tipple","Tipple",-0.28,"Maricopa","Arizona",381,1,"Multi"
"984","Gilbert","26","Phoenix","Phoenix_Mar-Ap-14",33.33502,-111.77219,NA,"633",NA,NA,"2/4/2014",2014,"spring","april",NA,-70.02,-9.34,NA,NA,"Tipple","Tipple",4.7,"Maricopa","Arizona",379,2,"Multi"
"985","Gilbert","26","Phoenix","Phoenix_Mar-Ap-14",33.28301,-111.75614,NA,"621",NA,NA,"2/4/2014",2014,"spring","april",NA,-96.75,-12.03,NA,NA,"Tipple","Tipple",-0.51,"Maricopa","Arizona",386,1,"Multi"
"986","Gilbert","26","Phoenix","Phoenix_Mar-Ap-14",33.26107,-111.75594,NA,"622",NA,NA,"2/4/2014",2014,"spring","april",NA,-103.91,-12.71,NA,NA,"Tipple","Tipple",-2.23,"Maricopa","Arizona",387,1,"Multi"
"987","Gilbert","26","Phoenix","Phoenix_Mar-Ap-14",33.36536,-111.7553,NA,"634",NA,NA,"2/4/2014",2014,"spring","april",NA,-70.06,-9.31,NA,NA,"Tipple","Tipple",4.42,"Maricopa","Arizona",383,2,"Multi"
"988","Huntington Beach","28","Los Angeles","Los Angeles_Mar-Ap-14",33.65596,-118.00182,NA,"1047",NA,NA,"2/4/2014",2014,"spring","april",NA,-85.44,-11.09,NA,NA,"Tipple","Tipple",3.28,NA,NA,2,4,"Multi"
"989","Laguna Beach","28","Los Angeles","Los Angeles_Mar-Ap-14",33.54307,-117.7849,NA,"1048",NA,NA,"2/4/2014",2014,"spring","april",NA,-98.9,-12.28,NA,NA,"Tipple","Tipple",-0.66,NA,NA,90,4,"Multi"
"990","Lake Elsinore","28","Los Angeles","Los Angeles_Mar-Ap-14",33.68643,-117.36766,NA,"1049",NA,NA,"2/4/2014",2014,"spring","april",NA,-55.56,-7.18,NA,NA,"Tipple","Tipple",1.88,"Riverside","California",397,1,"Multi"
"991","Lakewood","28","Los Angeles","Los Angeles_Mar-Ap-14",33.84615,-118.15329,NA,"1044",NA,NA,"2/4/2014",2014,"spring","april",NA,-55.19,-8.53,NA,NA,"Tipple","Tipple",13.05,"Los Angeles","California",19,1,"Multi"
"992","Long Beach","28","Los Angeles","Los Angeles_Mar-Ap-14",33.79233,-118.17752,NA,"1046",NA,NA,"2/4/2014",2014,"spring","april",NA,-61.97,-8.76,NA,NA,"Tipple","Tipple",8.11,"Los Angeles","California",19,1,"Multi"
"993","Montclair","28","Los Angeles","Los Angeles_Mar-Ap-14",34.07324,-117.69186,NA,"1028",NA,NA,"2/4/2014",2014,"spring","april",NA,-62.16,-8.9,NA,NA,"Tipple","Tipple",9.04,"San Bernardino","California",346,1,"Multi"
"994","Murrieta","28","Los Angeles","Los Angeles_Mar-Ap-14",33.55431,-117.19698,NA,"1050",NA,NA,"2/4/2014",2014,"spring","april",NA,-96.51,-11.74,NA,NA,"Tipple","Tipple",-2.59,"Riverside","California",343,4,"Multi"
"995","Ontario","28","Los Angeles","Los Angeles_Mar-Ap-14",34.06284,-117.64692,NA,"1030",NA,NA,"2/4/2014",2014,"spring","april",NA,-70.56,-9.45,NA,NA,"Tipple","Tipple",5.04,"San Bernardino","California",306,3,"Multi"
"996","Ontario","28","Los Angeles","Los Angeles_Mar-Ap-14",34.06739,-117.65986,NA,"1029",NA,NA,"2/4/2014",2014,"spring","april",NA,-73.08,-9.62,NA,NA,"Tipple","Tipple",3.88,"San Bernardino","California",306,3,"Multi"
"997","Paramount","28","Los Angeles","Los Angeles_Mar-Ap-14",33.89698,-118.17347,NA,"1043",NA,NA,"2/4/2014",2014,"spring","april",NA,-66.72,-9.28,NA,NA,"Tipple","Tipple",7.52,"Los Angeles","California",23,3,"Multi"
"998","Pomona","28","Los Angeles","Los Angeles_Mar-Ap-14",34.04941,-117.73779,NA,"1037",NA,NA,"2/4/2014",2014,"spring","april",NA,-58.54,-8.68,NA,NA,"Tipple","Tipple",10.9,"Los Angeles","California",250,1,"Multi"
"999","Rancho Cucamonga","28","Los Angeles","Los Angeles_Mar-Ap-14",34.09309,-117.58631,NA,"1026",NA,NA,"2/4/2014",2014,"spring","april",NA,-52.92,-8.51,NA,NA,"Tipple","Tipple",15.16,"San Bernardino","California",331,2,"Multi"
"1000","South El Monte","28","Los Angeles","Los Angeles_Mar-Ap-14",34.04907,-118.06863,NA,"1041",NA,NA,"2/4/2014",2014,"spring","april",NA,-55.12,-8.08,NA,NA,"Tipple","Tipple",9.52,"Los Angeles","California",73,1,"Multi"
"1001","Temecula","28","Los Angeles","Los Angeles_Mar-Ap-14",33.50411,-117.15404,NA,"1051",NA,NA,"2/4/2014",2014,"spring","april",NA,-66.48,-8.42,NA,NA,"Tipple","Tipple",0.88,"Riverside","California",354,3,"Multi"
"1002","West Covina","28","Los Angeles","Los Angeles_Mar-Ap-14",34.07854,-117.936,NA,"1040",NA,NA,"2/4/2014",2014,"spring","april",NA,-66.33,-8.46,NA,NA,"Tipple","Tipple",1.35,"Los Angeles","California",132,3,"Multi"
"1003","San Ysidro","27","San Diego","San Diego_Ap-14",32.55225,-117.04488,NA,"1054",NA,NA,"3/4/2014",2014,"spring","april",NA,-23.84,-1.48,NA,NA,"Tipple","Tipple",-12,"San Diego","California",28,1,"Multi"
"1004","San Diego","27","San Diego","San Diego_Ap-14",32.55554,-116.93864,NA,"1055",NA,NA,"3/4/2014",2014,"spring","april",NA,-91.62,-11.64,NA,NA,"Tipple","Tipple",1.5,"San Diego","California",158,2,"Multi"
"1005","Imperial Beach","27","San Diego","San Diego_Ap-14",32.5836,-117.10968,NA,"1053",NA,NA,"3/4/2014",2014,"spring","april",NA,-23.63,-1.100006,NA,NA,"Tipple","Tipple",-14.35,"San Diego","California",4,1,"Multi"
"1006","Otay Mesa West","27","San Diego","San Diego_Ap-14",32.58422,-117.03945,NA,"1056",NA,NA,"3/4/2014",2014,"spring","april",NA,-24.96,-1.38,NA,NA,"Tipple","Tipple",-13.92,"San Diego","California",85,1,"Multi"
"1007","Chula Vista","27","San Diego","San Diego_Ap-14",32.60394,-117.07934,NA,"1057",NA,NA,"3/4/2014",2014,"spring","april",NA,-94.79,-12.01,NA,NA,"Tipple","Tipple",1.29,"San Diego","California",26,2,"Multi"
"1008","Chula Vista","27","San Diego","San Diego_Ap-14",32.62724,-117.08783,NA,"1058",NA,NA,"3/4/2014",2014,"spring","april",NA,-93.09,-11.79,NA,NA,"Tipple","Tipple",1.23,"San Diego","California",10,2,"Multi"
"1009","Chula Vista","27","San Diego","San Diego_Ap-14",32.6286,-117.03899,NA,"1059",NA,NA,"3/4/2014",2014,"spring","april",NA,-94.23,-11.74,NA,NA,"Tipple","Tipple",-0.31,"San Diego","California",85,2,"Multi"
"1010","Chula Vista","27","San Diego","San Diego_Ap-14",32.64122,-117.02377,NA,"1060",NA,NA,"3/4/2014",2014,"spring","april",NA,-91.87,-11.27,NA,NA,"Tipple","Tipple",-1.71,"San Diego","California",75,2,"Multi"
"1011","Bonita","27","San Diego","San Diego_Ap-14",32.66586,-117.02909,NA,"1061",NA,NA,"3/4/2014",2014,"spring","april",NA,-95.48,-11.81,NA,NA,"Tipple","Tipple",-1,"San Diego","California",72,2,"Multi"
